number of parameters in ctrlfnet: 59442525
Ctrl-F-Mini: Loading weights from: model/ctrlfnet_mini_phoc_iiit_hws.pt
[iter   200] eo: 0.01974 | e: 1.29759 | total_loss: 1.31733 | 
[iter   400] eo: 0.01429 | e: 0.92081 | total_loss: 0.93509 | 
Extract Features
mAP_eval -> postprocessing
mAP = 1.00 (disbursed)
mAP = 1.00 (disbursement)
mAP = 1.00 (discontinued)
mAP = 1.00 (dispatched)
mAP = 1.00 (dissolved)
mAP = 0.58 (do)
mAP = 0.76 (doctor)
mAP = 1.00 (down)
mAP = 0.16 (dr)
mAP = 0.58 (drawn)
mAP = 0.00 (due)
mAP = 0.05 (dukhun)
mAP = 1.00 (duty)
mAP = 0.83 (each)
mAP = 1.00 (edges)
mAP = 1.00 (effect)
mAP = 0.50 (election)
mAP = 1.00 (employ)
mAP = 0.00 (en)
mAP = 1.00 (enable)
mAP = 0.64 (enabled)
mAP = 1.00 (enclosing)
mAP = 1.00 (enclosures)
mAP = 1.00 (encouragement)
mAP = 1.00 (endeavour)
mAP = 1.00 (endeavoured)
mAP = 0.20 (engage)
mAP = 0.00 (english)
mAP = 1.00 (ensuing)
mAP = 0.43 (entered)
mAP = 1.00 (entertaining)
mAP = 1.00 (entirely)
mAP = 1.00 (especially)
mAP = 0.00 (esqr)
mAP = 0.83 (establishment)
mAP = 0.00 (estabts)
mAP = 0.25 (estimate)
mAP = 0.83 (even)
mAP = 0.39 (every)
mAP = 0.01 (examining)
mAP = 1.00 (except)
mAP = 0.79 (expence)
mAP = 0.50 (expences)
mAP = 0.05 (expended)
mAP = 0.50 (expenditure)
mAP = 1.00 (expense)
mAP = 1.00 (expenses)
mAP = 1.00 (experience)
mAP = 0.02 (explanation)
mAP = 0.00 (extended)
mAP = 0.00 (extract)
mAP = 1.00 (extraordinary)
mAP = 0.00 (falconer)
mAP = 1.00 (fall)
mAP = 0.00 (far)
mAP = 0.11 (feet)
mAP = 0.01 (ferred)
mAP = 1.00 (fifth)
mAP = 1.00 (finishing)
mAP = 0.22 (first)
mAP = 0.01 (fixed)
mAP = 0.39 (following)
mAP = 0.48 (for)
mAP = 1.00 (former)
mAP = 1.00 (formerly)
mAP = 0.50 (forming)
mAP = 0.04 (fort)
mAP = 1.00 (found)
mAP = 1.00 (fourth)
mAP = 1.00 (frequently)
mAP = 0.22 (from)
mAP = 1.00 (furnish)
mAP = 0.56 (garden)
mAP = 0.10 (gardens)
mAP = 0.33 (gardiner)
mAP = 1.00 (gardiners)
mAP = 1.00 (garrison)
mAP = 0.50 (gaul)
mAP = 0.92 (general)
mAP = 1.00 (generally)
mAP = 0.02 (george)
mAP = 0.01 (gibson)
mAP = 0.50 (give)
mAP = 0.50 (given)
mAP = 0.14 (gonga)
mAP = 0.07 (government)
mAP = 0.50 (governor)
mAP = 0.04 (govt)
mAP = 1.00 (granted)
mAP = 0.39 (great)
mAP = 0.73 (ground)
mAP = 0.01 (had)
mAP = 1.00 (hands)
mAP = 0.58 (has)
mAP = 0.76 (have)
mAP = 0.35 (he)
mAP = 1.00 (height)
mAP = 0.50 (here)
mAP = 0.56 (hills)
mAP = 0.17 (him)
mAP = 1.00 (himself)
mAP = 0.44 (his)
mAP = 1.00 (hitherto)
mAP = 0.95 (honble)
mAP = 0.33 (honor)
mAP = 0.00 (honored)
mAP = 1.00 (horticultural)
mAP = 1.00 (house)
mAP = 0.00 (however)
mAP = 0.19 (i)
mAP = 0.00 (ihave)
mAP = 0.50 (imagined)
mAP = 0.01 (imme)
mAP = 1.00 (improvements)
mAP = 0.26 (in)
mAP = 1.00 (includ)
mAP = 1.00 (incurred)
mAP = 1.00 (individual)
mAP = 0.02 (induce)
mAP = 1.00 (influences)
mAP = 1.00 (infor)
mAP = 0.33 (inform)
mAP = 1.00 (information)
mAP = 0.00 (ing)
mAP = 0.83 (instant)
mAP = 1.00 (instruct)
mAP = 1.00 (instuctions)
mAP = 0.00 (intendent)
mAP = 1.00 (intervals)
mAP = 0.68 (into)
mAP = 1.00 (introduced)
mAP = 0.35 (is)
mAP = 0.45 (it)
mAP = 0.34 (its)
mAP = 1.00 (journal)
mAP = 0.00 (journey)
mAP = 0.50 (july)
mAP = 0.25 (just)
mAP = 1.00 (justice)
mAP = 1.00 (kind)
mAP = 1.00 (kinds)
mAP = 0.25 (kistnama)
mAP = 1.00 (known)
mAP = 0.09 (koass)
mAP = 0.27 (large)
mAP = 0.87 (last)
mAP = 0.10 (lately)
mAP = 0.38 (lay)
mAP = 0.64 (letter)
mAP = 0.64 (letters)
mAP = 0.33 (level)
mAP = 0.00 (levelled)
mAP = 1.00 (levelling)
mAP = 1.00 (ling)
mAP = 1.00 (lists)
mAP = 0.25 (local)
mAP = 1.00 (longer)
mAP = 0.83 (lowther)
mAP = 1.00 (lowthers)
mAP = 0.12 (major)
mAP = 0.70 (make)
mAP = 0.00 (makes)
mAP = 0.25 (manner)
mAP = 1.00 (manure)
mAP = 1.00 (manuring)
mAP = 1.00 (many)
mAP = 0.02 (market)
mAP = 0.50 (master)
mAP = 0.52 (masulipatam)
mAP = 1.00 (mation)
mAP = 0.56 (may)
mAP = 0.01 (mb)
mAP = 0.67 (me)
mAP = 0.33 (medical)
mAP = 0.20 (medows)
mAP = 0.05 (memo)
mAP = 1.00 (mentioned)
mAP = 1.00 (ments)
mAP = 0.81 (might)
mAP = 1.00 (mile)
mAP = 1.00 (mitford)
mAP = 1.00 (money)
mAP = 1.00 (monsoon)
mAP = 0.62 (month)
mAP = 1.00 (monthly)
mAP = 1.00 (months)
mAP = 0.00 (more)
mAP = 0.70 (most)
mAP = 0.00 (mountain)
mAP = 1.00 (mountainous)
mAP = 1.00 (mounted)
mAP = 0.00 (mpag)
mAP = 0.65 (mr)
mAP = 0.00 (much)
mAP = 1.00 (must)
mAP = 0.83 (muster)
mAP = 0.82 (my)
mAP = 0.01 (n)
mAP = 0.58 (name)
mAP = 1.00 (named)
mAP = 1.00 (near)
mAP = 1.00 (necessary)
mAP = 1.00 (necessity)
mAP = 0.03 (need)
mAP = 1.00 (never)
mAP = 0.50 (new)
mAP = 0.04 (no)
mAP = 0.50 (nopal)
mAP = 0.48 (nopalry)
mAP = 1.00 (nopalryonly)
mAP = 1.00 (not)
mAP = 0.77 (november)
mAP = 1.00 (now)
mAP = 0.50 (object)
mAP = 1.00 (obliged)
mAP = 0.02 (observations)
mAP = 0.45 (observe)
mAP = 1.00 (occasioned)
mAP = 0.07 (occur)
mAP = 0.25 (october)
mAP = 0.52 (of)
mAP = 0.11 (off)
mAP = 0.03 (office)
mAP = 0.23 (on)
mAP = 0.81 (only)
mAP = 1.00 (operations)
mAP = 0.69 (or)
mAP = 0.35 (ordered)
mAP = 1.00 (orders)
mAP = 1.00 (original)
mAP = 1.00 (other)
mAP = 0.70 (our)
mAP = 0.67 (out)
mAP = 0.28 (over)
mAP = 0.04 (own)
mAP = 0.00 (p)
mAP = 0.47 (packages)
mAP = 0.87 (pagodas)
mAP = 0.11 (pakeley)
mAP = 1.00 (panies)
mAP = 1.00 (pany)
mAP = 1.00 (panying)
mAP = 0.01 (paras)
mAP = 1.00 (parcels)
mAP = 0.53 (part)
mAP = 1.00 (particular)
mAP = 1.00 (particularizing)
mAP = 0.17 (parties)
mAP = 1.00 (pass)
mAP = 0.70 (pay)
mAP = 1.00 (paymaster)
mAP = 0.05 (period)
mAP = 0.27 (permaul)
mAP = 1.00 (perpendicular)
mAP = 0.50 (petition)
mAP = 0.50 (place)
mAP = 0.50 (places)
mAP = 0.33 (plain)
mAP = 0.83 (plants)
mAP = 0.06 (plea)
mAP = 0.92 (pleased)
mAP = 1.00 (point)
mAP = 1.00 (portions)
mAP = 0.04 (post)
mAP = 1.00 (power)
mAP = 0.00 (precipice)
mAP = 0.83 (present)
mAP = 1.00 (preservation)
mAP = 0.94 (president)
mAP = 1.00 (previous)
mAP = 1.00 (priotas)
mAP = 0.12 (probable)
mAP = 0.50 (produced)
mAP = 1.00 (proposed)
mAP = 1.00 (proposition)
mAP = 0.50 (purchase)
mAP = 1.00 (purposes)
mAP = 1.00 (quantities)
mAP = 0.00 (quantity)
mAP = 0.00 (r)
mAP = 1.00 (rain)
mAP = 1.00 (raised)
mAP = 1.00 (rajah)
mAP = 1.00 (ram)
mAP = 1.00 (raune)
mAP = 0.00 (re)
mAP = 0.00 (reached)
mAP = 0.53 (read)
mAP = 0.00 (readiest)
mAP = 1.00 (readily)
mAP = 1.00 (ready)
mAP = 0.17 (receipt)
mAP = 0.00 (receipts)
mAP = 0.37 (received)
mAP = 0.00 (recommended)
mAP = 1.00 (rectors)
mAP = 1.00 (reduced)
mAP = 0.00 (referred)
mAP = 1.00 (regarding)
mAP = 1.00 (regards)
mAP = 1.00 (regularly)
mAP = 0.00 (relative)
mAP = 0.00 (remunerating)
mAP = 0.50 (reply)
mAP = 1.00 (report)
mAP = 1.00 (reporting)
mAP = 0.07 (represented)
mAP = 0.75 (request)
mAP = 1.00 (requested)
mAP = 0.07 (requests)
mAP = 1.00 (required)
mAP = 1.00 (requisitions)
mAP = 1.00 (resolu)
mAP = 0.00 (resolutionthereon)
mAP = 0.50 (resolved)
mAP = 1.00 (respect)
mAP = 0.00 (rev)
mAP = 0.02 (revenue)
mAP = 0.00 (rial)
mAP = 1.00 (ridge)
mAP = 1.00 (river)
mAP = 0.09 (road)
mAP = 1.00 (rock)
mAP = 0.00 (rocks)
mAP = 1.00 (rolls)
mAP = 0.02 (runs)
mAP = 0.00 (ry)
mAP = 0.01 (ryots)
mAP = 0.50 (said)
mAP = 1.00 (sallaramunda)
mAP = 1.00 (satisfaction)
mAP = 1.00 (say)
mAP = 0.09 (scavengers)
mAP = 0.33 (seasons)
mAP = 1.00 (second)
mAP = 0.50 (secretary)
mAP = 0.50 (secretarys)
mAP = 0.25 (seeds)
mAP = 1.00 (selling)
mAP = 0.04 (senna)
mAP = 0.00 (sent)
mAP = 0.00 (septr)
mAP = 1.00 (serinagur)
mAP = 0.11 (servant)
mAP = 1.00 (servants)
mAP = 1.00 (several)
mAP = 1.00 (ship)
mAP = 1.00 (should)
mAP = 0.01 (shown)
mAP = 1.00 (since)
mAP = 1.00 (singhori)
mAP = 0.92 (sir)
mAP = 0.00 (so)
mAP = 1.00 (soil)
mAP = 0.50 (some)
mAP = 0.33 (soon)
mAP = 1.00 (sorry)
mAP = 0.02 (sort)
mAP = 1.00 (specified)
mAP = 0.02 (speedy)
mAP = 1.00 (spent)
mAP = 0.06 (st)
mAP = 0.24 (state)
mAP = 1.00 (stating)
mAP = 1.00 (steamers)
mAP = 1.00 (steep)
mAP = 1.00 (stone)
mAP = 1.00 (storekeeper)
mAP = 1.00 (subject)
mAP = 0.50 (subjecting)
mAP = 1.00 (subjects)
mAP = 1.00 (subordinates)
mAP = 1.00 (successively)
mAP = 1.00 (such)
mAP = 1.00 (sufficient)
mAP = 1.00 (sums)
mAP = 0.01 (super)
mAP = 1.00 (superin)
mAP = 0.00 (superintendt)
mAP = 0.01 (supply)
mAP = 1.00 (sure)
mAP = 0.07 (suthea)
mAP = 0.00 (t)
mAP = 1.00 (take)
mAP = 0.00 (tanical)
mAP = 1.00 (taste)
mAP = 0.12 (tendent)
mAP = 1.00 (than)
mAP = 0.67 (that)
mAP = 0.88 (the)
mAP = 0.81 (their)
mAP = 0.83 (them)
mAP = 0.42 (then)
mAP = 1.00 (there)
mAP = 1.00 (therefore)
mAP = 0.38 (these)
mAP = 1.00 (they)
mAP = 0.83 (think)
mAP = 1.00 (third)
mAP = 0.84 (this)
mAP = 0.50 (those)
mAP = 1.00 (though)
mAP = 0.55 (three)
mAP = 0.33 (thro)
mAP = 0.06 (till)
mAP = 0.00 (time)
mAP = 0.05 (tion)
mAP = 0.02 (tivation)
mAP = 0.60 (to)
mAP = 1.00 (tract)
mAP = 0.03 (train)
mAP = 1.00 (transaction)
mAP = 0.58 (transmit)
mAP = 1.00 (transmitted)
mAP = 1.00 (transport)
mAP = 1.00 (trichinopoly)
mAP = 1.00 (turn)
mAP = 1.00 (unable)
mAP = 1.00 (uncommonly)
mAP = 1.00 (under)
mAP = 1.00 (undermentioned)
mAP = 0.25 (undertake)
mAP = 0.50 (up)
mAP = 0.00 (us)
mAP = 1.00 (useful)
mAP = 0.50 (usual)
mAP = 0.00 (v)
mAP = 0.00 (v395051)
mAP = 0.00 (v484446)
mAP = 0.50 (valley)
mAP = 1.00 (vegetable)
mAP = 0.83 (very)
mAP = 0.50 (village)
mAP = 0.50 (vizagapatam)
mAP = 0.33 (wagon)
mAP = 0.25 (ward)
mAP = 0.11 (was)
mAP = 0.01 (wash)
mAP = 1.00 (washed)
mAP = 0.17 (water)
mAP = 1.00 (way)
mAP = 0.28 (we)
mAP = 0.80 (well)
mAP = 0.20 (wells)
mAP = 0.70 (were)
mAP = 0.76 (what)
mAP = 0.08 (whch)
mAP = 0.79 (when)
mAP = 0.50 (where)
mAP = 0.78 (which)
mAP = 0.50 (white)
mAP = 1.00 (whole)
mAP = 1.00 (whom)
mAP = 1.00 (widest)
mAP = 0.72 (will)
mAP = 0.00 (william)
mAP = 1.00 (willm)
mAP = 0.80 (with)
mAP = 1.00 (without)
mAP = 0.25 (wood)
mAP = 1.00 (works)
mAP = 0.00 (would)
mAP = 0.00 (year)
mAP = 0.00 (years)
mAP = 0.09 (yet)
mAP = 0.29 (you)
mAP = 0.69 (your)
--------------------------------
[val set iter 7500] QbE mAP: 64.7, QbS mAP: 57.6, recall: 87.7, 50% overlap
--------------------------------

saving checkpoints/ctrlfnet_mini/phoc_botany_fold1_test_v4b_pretrained_best_val.pt
[iter  7600] eo: 0.00520 | e: 0.18114 | total_loss: 0.18634 | 
[iter  7800] eo: 0.00569 | e: 0.19833 | total_loss: 0.20402 | 
[iter  8000] eo: 0.00547 | e: 0.19295 | total_loss: 0.19842 | 
Extract Features
mAP_eval -> postprocessing
mAP = 0.01 (extract)
mAP = 1.00 (paras)
mAP = 1.00 (125127)
mAP = 0.33 (of)
mAP = 1.00 (revenue)
mAP = 0.09 (letter)
mAP = 0.14 (to)
mAP = 0.76 (the)
mAP = 0.80 (honble)
mAP = 0.24 (court)
mAP = 0.39 (of)
mAP = 0.00 (directors)
mAP = 0.00 (dated)
mAP = 0.00 (20)
mAP = 0.37 (november)
mAP = 0.08 (no)
mAP = 1.00 (83)
mAP = 0.35 (of)
mAP = 0.51 (1843)
mAP = 0.67 (senna)
mAP = 0.00 (dukhun)
mAP = 0.01 (dr)
mAP = 0.42 (gibson)
mAP = 1.00 (super)
mAP = 1.00 (intendent)
mAP = 0.02 (of)
mAP = 1.00 (bo)
mAP = 1.00 (tanical)
mAP = 0.01 (gardens)
mAP = 0.51 (authorized)
mAP = 0.29 (to)
mAP = 0.50 (purchase)
mAP = 0.34 (senna)
mAP = 0.17 (produced)
mAP = 0.04 (in)
mAP = 0.67 (the)
mAP = 0.33 (dukhun)
mAP = 0.02 (to)
mAP = 0.00 (en)
mAP = 0.00 (courage)
mAP = 0.10 (the)
mAP = 1.00 (cul)
mAP = 1.00 (tivation)
mAP = 1.00 (125)
mAP = 0.15 (dr)
mAP = 0.43 (gibson)
mAP = 0.82 (the)
mAP = 1.00 (superin)
mAP = 1.00 (tendent)
mAP = 0.35 (of)
mAP = 0.71 (the)
mAP = 0.50 (botanical)
mAP = 0.50 (gardens)
mAP = 1.00 (lately)
mAP = 1.00 (represented)
mAP = 0.59 (to)
mAP = 0.00 (us)
mAP = 0.76 (that)
mAP = 0.49 (as)
mAP = 0.83 (the)
mAP = 1.00 (descrip)
mAP = 0.50 (tion)
mAP = 0.29 (of)
mAP = 0.56 (senna)
mAP = 1.00 (raised)
mAP = 0.47 (by)
mAP = 0.83 (him)
mAP = 0.07 (had)
mAP = 0.34 (been)
mAP = 0.00 (much)
mAP = 0.10 (approved)
mAP = 0.37 (of)
mAP = 0.09 (in)
mAP = 0.80 (the)
mAP = 1.00 (english)
mAP = 0.52 (market)
mAP = 0.34 (its)
mAP = 1.00 (extended)
mAP = 0.11 (cultivation)
mAP = 1.00 (might)
mAP = 0.67 (be)
mAP = 0.41 (of)
mAP = 1.00 (adv)
mAP = 0.00 (antage)
mAP = 0.00 (especially)
mAP = 0.15 (in)
mAP = 0.85 (the)
mAP = 0.00 (comparatively)
mAP = 1.00 (barren)
mAP = 1.00 (portions)
mAP = 0.31 (of)
mAP = 0.83 (the)
mAP = 0.33 (dukhun)
mAP = 0.74 (the)
mAP = 1.00 (ryots)
mAP = 1.00 (however)
mAP = 1.00 (would)
mAP = 1.00 (need)
mAP = 0.81 (the)
mAP = 0.03 (encouragement)
mAP = 0.46 (of)
mAP = 0.43 (a)
mAP = 1.00 (speedy)
mAP = 0.81 (and)
mAP = 0.00 (remunerating)
mAP = 0.52 (market)
mAP = 0.53 (to)
mAP = 1.00 (induce)
mAP = 0.61 (them)
mAP = 0.55 (to)
mAP = 1.00 (undertake)
mAP = 0.36 (a)
mAP = 0.00 (new)
mAP = 0.38 (cultivation)
mAP = 0.80 (and)
mAP = 0.56 (as)
mAP = 0.85 (the)
mAP = 1.00 (medical)
mAP = 0.00 (department)
mAP = 1.00 (required)
mAP = 0.29 (a)
mAP = 0.00 (supply)
mAP = 0.15 (dr)
mAP = 0.39 (gibson)
mAP = 1.00 (proposed)
mAP = 0.78 (that)
mAP = 1.00 (government)
mAP = 0.70 (should)
mAP = 1.00 (engage)
mAP = 0.59 (to)
mAP = 0.50 (purchase)
mAP = 0.87 (the)
mAP = 1.00 (whole)
mAP = 0.00 (quantity)
mAP = 0.75 (which)
mAP = 0.92 (might)
mAP = 0.80 (be)
mAP = 0.50 (produced)
mAP = 0.41 (for)
mAP = 0.85 (the)
mAP = 0.34 (first)
mAP = 0.50 (three)
mAP = 1.00 (years)
mAP = 1.00 (126)
mAP = 0.57 (before)
mAP = 1.00 (entertaining)
mAP = 0.85 (the)
mAP = 1.00 (proposition)
mAP = 1.00 (rev)
mAP = 1.00 (cons)
mAP = 0.51 (1843)
mAP = 1.00 (12)
mAP = 0.50 (july)
mAP = 1.00 (v395051)
mAP = 0.00 (augt)
mAP = 1.00 (v484446)
mAP = 0.04 (septr)
mAP = 1.00 (v)
mAP = 1.00 (531517)
mAP = 0.00 (4th)
mAP = 0.15 (you)
mAP = 0.88 (will)
mAP = 0.83 (make)
mAP = 0.54 (your)
mAP = 0.50 (own)
mAP = 1.00 (arrangements)
mAP = 0.68 (with)
mAP = 0.66 (the)
mAP = 0.52 (post)
mAP = 1.00 (office)
mAP = 0.74 (and)
mAP = 1.00 (wagon)
mAP = 1.00 (train)
mAP = 1.00 (estabts)
mAP = 0.85 (the)
mAP = 0.53 (post)
mAP = 1.00 (master)
mAP = 0.60 (general)
mAP = 0.88 (will)
mAP = 0.80 (be)
mAP = 0.79 (desired)
mAP = 0.59 (to)
mAP = 1.00 (instruct)
mAP = 0.50 (his)
mAP = 1.00 (subordinates)
mAP = 0.29 (to)
mAP = 1.00 (pay)
mAP = 0.29 (the)
mAP = 0.00 (readiest)
mAP = 1.00 (attention)
mAP = 0.52 (to)
mAP = 0.95 (all)
mAP = 0.40 (your)
mAP = 1.00 (requisitions)
mAP = 0.00 (5th)
mAP = 0.17 (at)
mAP = 1.00 (allahabad)
mAP = 0.88 (the)
mAP = 1.00 (commissioner)
mAP = 0.34 (mr)
mAP = 0.00 (r)
mAP = 0.50 (lowther)
mAP = 0.39 (has)
mAP = 0.87 (always)
mAP = 1.00 (shown)
mAP = 1.00 (himself)
mAP = 0.51 (most)
mAP = 1.00 (ready)
mAP = 0.57 (to)
mAP = 1.00 (assist)
mAP = 0.17 (in)
mAP = 0.18 (any)
mAP = 1.00 (transaction)
mAP = 0.45 (of)
mAP = 0.15 (this)
mAP = 1.00 (kind)
mAP = 0.78 (and)
mAP = 0.22 (his)
mAP = 1.00 (horticultural)
mAP = 1.00 (taste)
mAP = 0.41 (as)
mAP = 0.92 (well)
mAP = 0.48 (as)
mAP = 0.33 (his)
mAP = 1.00 (local)
mAP = 1.00 (experience)
mAP = 0.74 (and)
mAP = 1.00 (influences)
mAP = 1.00 (enable)
mAP = 0.62 (him)
mAP = 0.58 (to)
mAP = 0.83 (make)
mAP = 0.57 (his)
mAP = 1.00 (arrangements)
mAP = 0.18 (with)
mAP = 1.00 (effect)
mAP = 1.00 (6th)
mAP = 0.86 (the)
mAP = 0.50 (govt)
mAP = 0.48 (of)
mAP = 1.00 (bengal)
mAP = 0.88 (will)
mAP = 0.69 (be)
mAP = 1.00 (requested)
mAP = 0.06 (to)
mAP = 0.83 (instruct)
mAP = 0.84 (the)
mAP = 1.00 (commander)
mAP = 0.46 (of)
mAP = 0.87 (the)
mAP = 0.61 (river)
mAP = 1.00 (steamers)
mAP = 0.44 (to)
mAP = 1.00 (pay)
mAP = 1.00 (every)
mAP = 1.00 (attention)
mAP = 0.15 (in)
mAP = 0.65 (their)
mAP = 1.00 (power)
mAP = 0.55 (to)
mAP = 0.38 (mr)
mAP = 1.00 (lowthers)
mAP = 1.00 (instuctions)
mAP = 1.00 (regarding)
mAP = 0.87 (the)
mAP = 1.00 (transport)
mAP = 0.48 (of)
mAP = 0.36 (packages)
mAP = 0.45 (of)
mAP = 0.25 (seeds)
mAP = 0.26 (or)
mAP = 0.38 (of)
mAP = 1.00 (ward)
mAP = 1.00 (cases)
mAP = 1.00 (they)
mAP = 0.66 (will)
mAP = 0.50 (also)
mAP = 0.74 (be)
mAP = 1.00 (requested)
mAP = 0.57 (to)
mAP = 0.50 (place)
mAP = 0.87 (the)
mAP = 0.00 (care)
mAP = 0.49 (of)
mAP = 0.87 (the)
mAP = 0.59 (packages)
mAP = 0.24 (on)
mAP = 0.65 (their)
mAP = 0.50 (arrival)
mAP = 0.18 (in)
mAP = 1.00 (calcutta)
mAP = 0.21 (in)
mAP = 0.88 (the)
mAP = 1.00 (hands)
mAP = 0.03 (of)
mAP = 0.30 (dr)
mAP = 1.00 (falconer)
mAP = 0.60 (with)
mAP = 1.00 (whom)
mAP = 0.59 (as)
mAP = 0.89 (well)
mAP = 0.35 (as)
mAP = 0.72 (with)
mAP = 0.32 (mr)
mAP = 0.50 (lowther)
mAP = 0.17 (you)
mAP = 0.83 (should)
mAP = 1.00 (correspond)
mAP = 1.00 (direct)
mAP = 1.00 (7th)
mAP = 0.04 (as)
mAP = 0.00 (soon)
mAP = 0.22 (as)
mAP = 0.86 (the)
mAP = 1.00 (seasons)
mAP = 1.00 (operations)
mAP = 0.28 (are)
mAP = 1.00 (closed)
mAP = 0.22 (you)
mAP = 0.77 (will)
mAP = 0.72 (be)
mAP = 0.81 (pleased)
mAP = 0.57 (to)
mAP = 1.00 (furnish)
mAP = 1.00 (lists)
mAP = 0.45 (of)
mAP = 0.64 (the)
mAP = 0.50 (seeds)
mAP = 0.78 (and)
mAP = 1.00 (plants)
mAP = 1.00 (whch)
mAP = 0.19 (you)
mAP = 0.55 (have)
mAP = 1.00 (dispatched)
mAP = 0.72 (with)
mAP = 0.87 (the)
mAP = 1.00 (dates)
mAP = 0.02 (of)
mAP = 1.00 (despatches)
mAP = 0.71 (and)
mAP = 0.80 (the)
mAP = 0.25 (name)
mAP = 0.43 (of)
mAP = 0.78 (the)
mAP = 1.00 (ship)
mAP = 0.55 (which)
mAP = 1.00 (carries)
mAP = 0.53 (each)
mAP = 0.53 (of)
mAP = 0.88 (the)
mAP = 0.79 (packages)
mAP = 0.64 (this)
mAP = 0.20 (3185)
mAP = 0.10 (fort)
mAP = 0.01 (st)
mAP = 0.04 (george)
mAP = 0.00 (2d)
mAP = 0.01 (december)
mAP = 0.10 (1791)
mAP = 0.35 (ordered)
mAP = 1.00 (agreed)
mAP = 0.85 (that)
mAP = 0.87 (the)
mAP = 1.00 (garrison)
mAP = 1.00 (storekeeper)
mAP = 0.64 (be)
mAP = 1.00 (directed)
mAP = 0.53 (to)
mAP = 1.00 (adjust)
mAP = 0.86 (the)
mAP = 1.00 (above)
mAP = 1.00 (mentioned)
mAP = 1.00 (extraordinary)
mAP = 1.00 (deficiences)
mAP = 0.00 (agree)
mAP = 1.00 (ably)
mAP = 0.54 (to)
mAP = 0.44 (his)
mAP = 0.59 (request)
mAP = 0.28 (read)
mAP = 0.87 (the)
mAP = 0.67 (following)
mAP = 0.64 (letter)
mAP = 0.26 (from)
mAP = 1.00 (doctor)
mAP = 0.59 (berry)
mAP = 0.56 (with)
mAP = 0.87 (the)
mAP = 0.47 (accounts)
mAP = 0.50 (accom)
mAP = 1.00 (panying)
mAP = 0.32 (it)
mAP = 0.34 (entered)
mAP = 0.00 (mb)
mAP = 0.33 (no)
mAP = 0.00 (1022)
mAP = 0.01 (to)
mAP = 0.00 (c)
mAP = 1.00 (n)
mAP = 1.00 (white)
mAP = 1.00 (esqr)
mAP = 1.00 (civil)
mAP = 1.00 (secretary)
mAP = 0.08 (letter)
mAP = 0.13 (from)
mAP = 0.33 (dr)
mAP = 0.28 (berry)
mAP = 1.00 (explanation)
mAP = 0.00 (relative)
mAP = 0.03 (to)
mAP = 0.36 (the)
mAP = 0.34 (companys)
mAP = 0.50 (nopal)
mAP = 1.00 (ry)
mAP = 0.62 (sir)
mAP = 0.20 (i)
mAP = 0.67 (have)
mAP = 0.39 (received)
mAP = 0.73 (your)
mAP = 0.62 (letter)
mAP = 0.47 (of)
mAP = 0.87 (the)
mAP = 1.00 (26h)
mAP = 0.83 (instant)
mAP = 1.00 (stating)
mAP = 0.49 (that)
mAP = 0.42 (as)
mAP = 1.00 (ihave)
mAP = 1.00 (regularly)
mAP = 0.51 (drawn)
mAP = 0.85 (the)
mAP = 1.00 (monthly)
mAP = 0.50 (allowance)
mAP = 0.45 (of)
mAP = 0.83 (150)
mAP = 0.35 (pagodas)
mAP = 0.00 (for)
mAP = 0.02 (the)
mAP = 0.55 (honble)
mAP = 0.76 (companys)
mAP = 0.53 (nopalry)
mAP = 1.00 (without)
mAP = 0.40 (any)
mAP = 1.00 (muster)
mAP = 0.80 (and)
mAP = 0.54 (as)
mAP = 0.18 (i)
mAP = 0.51 (have)
mAP = 0.83 (not)
mAP = 0.10 (as)
mAP = 1.00 (yet)
mAP = 1.00 (given)
mAP = 0.22 (in)
mAP = 0.20 (any)
mAP = 1.00 (account)
mAP = 0.49 (of)
mAP = 0.87 (the)
mAP = 1.00 (appropriation)
mAP = 0.50 (of)
mAP = 0.85 (the)
mAP = 0.14 (32)
mAP = 0.35 (pagodas)
mAP = 1.00 (monthly)
mAP = 0.56 (for)
mAP = 1.00 (contingencies)
mAP = 0.21 (i)
mAP = 0.12 (am)
mAP = 1.00 (desired)
mAP = 0.64 (by)
mAP = 0.87 (the)
mAP = 0.99 (honble)
mAP = 0.93 (president)
mAP = 0.18 (in)
mAP = 0.21 (council)
mAP = 0.54 (to)
mAP = 0.83 (transmit)
mAP = 0.47 (my)
mAP = 0.41 (accounts)
mAP = 0.48 (of)
mAP = 0.85 (the)
mAP = 1.00 (expenditure)
mAP = 0.49 (of)
mAP = 0.87 (the)
mAP = 1.00 (sums)
mAP = 0.51 (drawn)
mAP = 0.54 (for)
mAP = 0.87 (the)
mAP = 1.00 (establishment)
mAP = 0.20 (from)
mAP = 0.50 (its)
mAP = 1.00 (commencement)
mAP = 0.25 (you)
mAP = 0.00 (3186)
mAP = 0.00 (fort)
mAP = 0.01 (st)
mAP = 0.04 (george)
mAP = 0.00 (2d)
mAP = 0.29 (december)
mAP = 0.00 (1791)
mAP = 0.29 (you)
mAP = 0.89 (will)
mAP = 0.62 (be)
mAP = 0.92 (pleased)
mAP = 0.02 (to)
mAP = 1.00 (inform)
mAP = 0.83 (the)
mAP = 0.98 (honble)
mAP = 0.89 (president)
mAP = 0.24 (in)
mAP = 0.40 (council)
mAP = 0.84 (that)
